customer_id,signup_date,age,gender,country,plan_type,monthly_fee
C000961,2023-10-31,45,Female,USA,Premium,39.99
C000962,2020-10-29,53,Non-Binary,USA,Enterprise,99.99
C000963,2024-07-11,40,Male,USA,Standard,19.99
C000964,2023-02-04,46,Female,India,Standard,19.99
C000965,2020-01-26,36,Non-Binary,Germany,Standard,19.99
C000966,2022-05-09,55,Male,UK,Basic,9.99
C000967,2023-04-19,29,Non-Binary,Australia,Enterprise,99.99
C000968,2020-08-04,59,Non-Binary,Australia,Premium,39.99
C000969,2023-01-01,37,Female,India,Basic,9.99
C000970,2023-09-03,20,Female,Germany,Standard,19.99
C000971,2020-12-18,39,Female,UK,Standard,19.99
C000972,2023-10-26,29,Non-Binary,UK,Basic,9.99
C000973,2021-11-09,48,Non-Binary,USA,Premium,39.99
C000974,2021-07-04,30,Female,USA,Premium,39.99
C000975,2021-09-12,32,Female,USA,Standard,19.99
C000976,2023-11-26,18,Non-Binary,USA,Premium,39.99
C000977,2020-10-02,32,Female,Brazil,Standard,19.99
C000978,2024-08-18,18,Female,USA,Standard,19.99
C000979,2023-08-15,18,Male,USA,Basic,9.99
C000980,2024-08-14,47,Female,Australia,Premium,39.99
C000981,2022-02-04,47,Male,Canada,Basic,9.99
C000982,2021-09-29,43,Non-Binary,Canada,Basic,9.99
C000983,2024-10-09,26,Non-Binary,India,Basic,9.99
C000984,2021-01-29,37,Male,India,Basic,9.99
C000985,2022-07-23,37,Male,India,Premium,39.99
C000986,2021-07-15,24,Female,India,Standard,19.99
C000987,2023-07-25,56,Male,France,Basic,9.99
C000988,2022-09-28,48,Non-Binary,UK,Enterprise,99.99
C000989,2022-08-29,35,Non-Binary,Germany,Basic,9.99
C000990,2024-09-11,38,Female,Australia,Standard,19.99
C000991,2021-08-06,40,Male,UK,Basic,9.99
C000992,2023-03-17,18,Male,India,Standard,19.99
C000993,2023-10-19,35,Male,USA,Standard,19.99
C000994,2020-02-11,29,Non-Binary,USA,Enterprise,99.99
C000995,2023-08-18,25,Male,Germany,Basic,9.99
C000996,2021-05-31,34,Non-Binary,India,Basic,9.99
C000997,2023-12-23,59,Non-Binary,USA,Premium,39.99
C000998,2024-10-10,45,Female,Canada,Basic,9.99
C000999,2021-09-10,31,Non-Binary,Canada,Standard,19.99
C001000,2023-04-12,44,Male,USA,Enterprise,99.99
C001001,2024-09-23,54,Female,Germany,Standard,19.99
C001002,2021-08-01,49,Female,France,Standard,19.99
C001003,2021-11-19,38,Female,Germany,Premium,39.99
C001004,2021-06-18,30,Non-Binary,France,Premium,39.99
C001005,2021-09-03,46,Male,USA,Premium,39.99
C001006,2020-04-26,42,Non-Binary,UK,Basic,9.99
C001007,2020-10-13,48,Non-Binary,USA,Standard,19.99
C001008,2021-08-28,45,Female,India,Standard,19.99
C001009,2024-02-17,50,Male,Germany,Enterprise,99.99
C001010,2024-07-29,31,Male,UK,Premium,39.99
C001011,2023-11-06,53,Non-Binary,Germany,Standard,19.99
C001012,2023-10-07,40,Female,Canada,Premium,39.99
C001013,2024-09-17,62,Non-Binary,India,Basic,9.99
C001014,2020-07-18,29,Female,USA,Basic,9.99
C001015,2024-07-13,58,Non-Binary,Australia,Basic,9.99
C001016,2023-10-24,40,Female,France,Basic,9.99
C001017,2021-04-02,30,Non-Binary,India,Standard,19.99
C001018,2021-11-09,32,Female,USA,Basic,9.99
C001019,2024-10-09,34,Male,Canada,Premium,39.99
C001020,2023-04-10,43,Non-Binary,Brazil,Basic,9.99
C001021,2021-02-02,44,Non-Binary,USA,Standard,19.99
C001022,2022-12-21,31,Female,UK,Premium,39.99
C001023,2020-11-04,37,Male,Brazil,Basic,9.99
C001024,2023-03-12,63,Female,USA,Premium,39.99
C001025,2021-01-04,58,Male,Canada,Standard,19.99
C001026,2020-12-28,43,Female,Germany,Basic,9.99
C001027,2021-07-14,38,Male,Australia,Basic,9.99
C001028,2024-04-14,39,Male,Canada,Premium,39.99
C001029,2020-06-29,45,Male,Germany,Standard,19.99
C001030,2022-04-06,25,Female,Brazil,Basic,9.99
C001031,2020-03-18,34,Non-Binary,USA,Basic,9.99
C001032,2020-01-29,18,Female,Australia,Standard,19.99
C001033,2020-02-06,42,Non-Binary,USA,Premium,39.99
C001034,2021-04-08,45,Non-Binary,India,Basic,9.99
C001035,2020-07-29,32,Female,Canada,Basic,9.99
C001036,2020-05-13,56,Male,USA,Basic,9.99
C001037,2024-01-30,23,Non-Binary,Germany,Basic,9.99
C001038,2023-11-07,20,Male,UK,Enterprise,99.99
C001039,2022-01-05,40,Male,USA,Enterprise,99.99
C001040,2024-07-20,50,Female,USA,Basic,9.99
C001041,2020-09-25,58,Male,Australia,Standard,19.99
C001042,2020-12-12,32,Male,UK,Standard,19.99
C001043,2020-03-17,50,Female,India,Basic,9.99
C001044,2022-12-31,37,Non-Binary,USA,Enterprise,99.99
C001045,2023-09-17,35,Male,France,Basic,9.99
C001046,2023-11-13,48,Male,UK,Basic,9.99
C001047,2023-01-25,45,Female,Canada,Basic,9.99
C001048,2023-11-24,19,Non-Binary,Germany,Basic,9.99
C001049,2023-09-17,55,Male,France,Basic,9.99
C001050,2023-05-25,54,Non-Binary,USA,Premium,39.99
C001051,2020-08-02,30,Non-Binary,France,Basic,9.99
C001052,2020-08-21,42,Male,Canada,Standard,19.99
C001053,2024-05-12,43,Female,India,Enterprise,99.99
C001054,2022-01-03,41,Non-Binary,UK,Basic,9.99
C001055,2023-01-27,31,Female,India,Standard,19.99
C001056,2022-09-11,29,Female,USA,Basic,9.99
C001057,2020-07-01,37,Male,India,Standard,19.99
C001058,2020-11-01,52,Male,Australia,Basic,9.99
C001059,2024-01-21,44,Male,India,Standard,19.99
C001060,2022-07-24,33,Female,USA,Basic,9.99
C001061,2024-07-23,47,Male,India,Premium,39.99
C001062,2022-01-07,18,Non-Binary,UK,Premium,39.99
C001063,2020-07-13,51,Male,USA,Basic,9.99
C001064,2023-08-18,18,Male,UK,Premium,39.99
C001065,2023-06-27,33,Female,India,Basic,9.99
C001066,2024-07-27,24,Female,USA,Standard,19.99
C001067,2022-07-23,22,Female,India,Standard,19.99
C001068,2022-09-06,51,Female,Germany,Premium,39.99
C001069,2020-08-19,32,Male,France,Basic,9.99
C001070,2024-09-25,42,Male,USA,Enterprise,99.99
C001071,2022-09-15,37,Non-Binary,France,Basic,9.99
C001072,2022-02-16,43,Female,Germany,Premium,39.99
C001073,2024-09-13,38,Non-Binary,Brazil,Basic,9.99
C001074,2022-09-26,22,Male,India,Standard,19.99
C001075,2020-05-09,49,Female,France,Basic,9.99
C001076,2023-10-20,32,Non-Binary,Australia,Standard,19.99
C001077,2023-03-03,19,Male,Brazil,Standard,19.99
C001078,2021-11-23,32,Non-Binary,Canada,Premium,39.99
C001079,2020-07-14,56,Female,France,Basic,9.99
C001080,2021-12-09,48,Non-Binary,France,Basic,9.99
C001081,2024-09-14,33,Non-Binary,India,Standard,19.99
C001082,2020-01-24,33,Non-Binary,Brazil,Standard,19.99
C001083,2022-08-19,34,Female,India,Basic,9.99
C001084,2022-10-03,62,Female,USA,Enterprise,99.99
C001085,2020-04-13,42,Non-Binary,USA,Standard,19.99
C001086,2022-04-05,43,Male,USA,Standard,19.99
C001087,2023-03-19,50,Female,USA,Standard,19.99
C001088,2021-10-09,40,Male,Brazil,Premium,39.99
C001089,2020-02-06,34,Male,UK,Basic,9.99
C001090,2023-01-29,35,Male,India,Premium,39.99
C001091,2023-06-21,37,Non-Binary,UK,Standard,19.99
C001092,2021-02-27,37,Non-Binary,France,Enterprise,99.99
C001093,2022-01-14,46,Male,India,Premium,39.99
C001094,2021-11-10,38,Non-Binary,Australia,Standard,19.99
C001095,2024-01-07,46,Non-Binary,UK,Standard,19.99
C001096,2020-07-18,37,Non-Binary,USA,Basic,9.99
C001097,2024-08-26,38,Non-Binary,Brazil,Basic,9.99
C001098,2022-12-05,18,Female,France,Basic,9.99
C001099,2020-12-02,48,Female,USA,Premium,39.99
C001100,2024-01-17,42,Female,USA,Standard,19.99
C001101,2021-01-19,49,Male,Brazil,Basic,9.99
C001102,2022-07-25,18,Male,France,Basic,9.99
C001103,2022-04-28,63,Male,Brazil,Premium,39.99
C001104,2023-04-20,36,Male,Australia,Standard,19.99
C001105,2023-09-10,51,Non-Binary,Brazil,Basic,9.99
C001106,2022-10-18,25,Male,Canada,Basic,9.99
C001107,2022-06-05,45,Non-Binary,Canada,Standard,19.99
C001108,2020-12-28,25,Non-Binary,Germany,Premium,39.99
C001109,2020-09-19,30,Male,UK,Standard,19.99
C001110,2021-10-21,60,Non-Binary,India,Standard,19.99
C001111,2023-06-01,35,Non-Binary,Australia,Basic,9.99
C001112,2021-12-03,40,Female,Canada,Basic,9.99
C001113,2022-04-25,48,Non-Binary,France,Premium,39.99
C001114,2021-09-04,43,Non-Binary,Canada,Basic,9.99
C001115,2024-02-18,39,Non-Binary,Germany,Basic,9.99
C001116,2023-07-02,42,Non-Binary,USA,Basic,9.99
C001117,2023-10-09,66,Male,Brazil,Standard,19.99
C001118,2020-12-30,37,Non-Binary,Canada,Standard,19.99
C001119,2023-12-25,40,Male,Australia,Standard,19.99
C001120,2023-04-08,50,Non-Binary,Brazil,Premium,39.99
C001121,2023-10-12,51,Non-Binary,India,Standard,19.99
C001122,2024-10-01,52,Female,India,Standard,19.99
C001123,2020-02-21,45,Female,USA,Standard,19.99
C001124,2021-02-13,24,Female,Australia,Basic,9.99
C001125,2021-08-09,57,Non-Binary,USA,Premium,39.99
C001126,2023-11-15,24,Female,USA,Standard,19.99
C001127,2022-01-04,41,Female,USA,Premium,39.99
C001128,2024-02-23,28,Non-Binary,India,Premium,39.99
C001129,2023-02-23,37,Female,USA,Premium,39.99
C001130,2024-06-23,41,Non-Binary,USA,Standard,19.99
C001131,2022-02-20,41,Female,UK,Premium,39.99
C001132,2023-11-04,43,Female,Brazil,Basic,9.99
C001133,2024-03-03,57,Female,USA,Premium,39.99
C001134,2024-10-28,43,Female,India,Enterprise,99.99
C001135,2023-12-14,35,Non-Binary,Germany,Premium,39.99
C001136,2023-01-24,49,Non-Binary,Germany,Premium,39.99
C001137,2021-01-31,52,Female,UK,Enterprise,99.99
C001138,2020-06-01,23,Male,Brazil,Premium,39.99
C001139,2020-09-01,45,Female,USA,Basic,9.99
C001140,2021-06-25,46,Male,USA,Premium,39.99
C001141,2020-01-12,34,Female,Canada,Enterprise,99.99
C001142,2020-03-22,54,Male,Brazil,Standard,19.99
C001143,2024-05-03,36,Non-Binary,Germany,Standard,19.99
C001144,2022-10-01,39,Non-Binary,Germany,Basic,9.99
C001145,2023-12-20,35,Female,Canada,Enterprise,99.99
C001146,2022-12-02,38,Male,Australia,Basic,9.99
C001147,2023-01-17,24,Non-Binary,UK,Basic,9.99
C001148,2021-03-12,20,Non-Binary,UK,Basic,9.99
C001149,2021-03-23,57,Non-Binary,Canada,Enterprise,99.99
C001150,2024-08-13,27,Non-Binary,USA,Standard,19.99
C001151,2022-07-01,26,Male,India,Standard,19.99
C001152,2023-06-26,18,Male,Brazil,Standard,19.99
C001153,2021-10-19,30,Female,India,Enterprise,99.99
C001154,2022-03-01,22,Female,Canada,Basic,9.99
C001155,2022-11-24,57,Female,Canada,Standard,19.99
C001156,2022-09-23,50,Male,USA,Standard,19.99
C001157,2021-10-18,29,Non-Binary,USA,Basic,9.99
C001158,2024-05-02,65,Non-Binary,Canada,Standard,19.99
C001159,2021-03-07,49,Non-Binary,Germany,Basic,9.99
C001160,2023-11-04,34,Female,India,Basic,9.99
C001161,2024-08-24,18,Non-Binary,India,Premium,39.99
C001162,2022-06-10,65,Non-Binary,India,Basic,9.99
C001163,2023-11-06,21,Male,USA,Premium,39.99
C001164,2020-03-18,18,Male,USA,Basic,9.99
C001165,2021-05-30,50,Non-Binary,USA,Premium,39.99
C001166,2021-06-13,67,Female,UK,Standard,19.99
C001167,2022-06-05,54,Female,USA,Standard,19.99
C001168,2022-12-31,44,Male,Germany,Standard,19.99
C001169,2024-03-28,45,Non-Binary,Germany,Premium,39.99
C001170,2020-05-28,48,Female,Brazil,Basic,9.99
C001171,2024-05-30,47,Non-Binary,UK,Basic,9.99
C001172,2024-04-16,41,Female,UK,Premium,39.99
C001173,2020-03-04,39,Female,USA,Basic,9.99
C001174,2024-03-09,37,Female,Australia,Premium,39.99
C001175,2021-08-27,28,Non-Binary,USA,Standard,19.99
C001176,2024-06-16,34,Non-Binary,Germany,Enterprise,99.99
C001177,2020-01-23,18,Non-Binary,India,Basic,9.99
C001178,2020-03-26,36,Male,Germany,Basic,9.99
C001179,2023-01-26,26,Male,UK,Premium,39.99
C001180,2024-01-26,24,Female,USA,Enterprise,99.99
C001181,2024-10-09,40,Non-Binary,USA,Basic,9.99
C001182,2023-06-17,54,Female,USA,Basic,9.99
C001183,2024-06-25,49,Non-Binary,India,Premium,39.99
C001184,2023-01-29,19,Female,Germany,Basic,9.99
C001185,2023-10-07,26,Male,USA,Basic,9.99
C001186,2023-04-04,49,Female,Brazil,Basic,9.99
C001187,2023-10-06,26,Non-Binary,USA,Basic,9.99
C001188,2020-05-22,35,Male,UK,Standard,19.99
C001189,2023-06-16,44,Non-Binary,UK,Standard,19.99
C001190,2023-03-04,26,Non-Binary,UK,Basic,9.99
C001191,2022-05-27,39,Male,USA,Basic,9.99
C001192,2021-03-29,21,Non-Binary,Australia,Standard,19.99
C001193,2024-09-16,30,Female,USA,Premium,39.99
C001194,2022-09-09,41,Female,UK,Premium,39.99
C001195,2022-09-24,18,Non-Binary,USA,Standard,19.99
C001196,2020-06-16,43,Female,India,Basic,9.99
C001197,2023-01-08,37,Male,USA,Premium,39.99
C001198,2020-06-05,44,Non-Binary,USA,Basic,9.99
C001199,2022-11-04,40,Non-Binary,USA,Standard,19.99
C001200,2022-04-09,54,Non-Binary,USA,Basic,9.99
C001201,2021-06-17,39,Non-Binary,India,Standard,19.99
C001202,2023-09-01,32,Male,UK,Basic,9.99
C001203,2024-04-30,39,Non-Binary,Australia,Basic,9.99
C001204,2022-08-09,44,Non-Binary,Canada,Basic,9.99
C001205,2022-10-25,38,Male,France,Premium,39.99
C001206,2024-07-09,38,Non-Binary,France,Premium,39.99
C001207,2020-10-14,29,Female,USA,Standard,19.99
C001208,2023-03-04,30,Non-Binary,India,Basic,9.99
C001209,2024-02-08,21,Female,Brazil,Basic,9.99
C001210,2024-04-08,58,Female,USA,Basic,9.99
C001211,2021-04-24,23,Male,France,Standard,19.99
C001212,2024-06-08,29,Female,UK,Enterprise,99.99
C001213,2020-04-05,29,Male,Brazil,Basic,9.99
C001214,2023-12-12,48,Non-Binary,Germany,Basic,9.99
C001215,2024-02-28,34,Female,Germany,Standard,19.99
C001216,2022-02-10,52,Non-Binary,UK,Standard,19.99
C001217,2024-09-07,29,Male,Canada,Basic,9.99
C001218,2021-04-01,41,Non-Binary,UK,Premium,39.99
C001219,2021-12-07,27,Female,Australia,Premium,39.99
C001220,2020-01-14,63,Non-Binary,India,Standard,19.99
C001221,2021-04-16,23,Male,Canada,Basic,9.99
C001222,2020-11-03,41,Male,USA,Standard,19.99
C001223,2024-07-31,45,Male,France,Standard,19.99
C001224,2021-11-07,42,Non-Binary,USA,Standard,19.99
C001225,2022-09-08,35,Male,Germany,Standard,19.99
C001226,2022-04-21,36,Male,USA,Basic,9.99
C001227,2023-04-28,38,Male,USA,Standard,19.99
C001228,2023-03-18,36,Male,USA,Basic,9.99
C001229,2021-01-03,49,Non-Binary,Brazil,Standard,19.99
C001230,2023-02-28,64,Non-Binary,USA,Premium,39.99
C001231,2023-09-17,31,Female,Brazil,Basic,9.99
C001232,2023-05-27,21,Female,India,Basic,9.99
C001233,2024-08-27,36,Female,Germany,Premium,39.99
C001234,2024-08-07,68,Male,Germany,Standard,19.99
C001235,2020-12-09,28,Non-Binary,France,Enterprise,99.99
C001236,2023-05-06,57,Non-Binary,USA,Basic,9.99
C001237,2020-09-27,58,Male,USA,Standard,19.99
C001238,2022-10-29,31,Non-Binary,UK,Basic,9.99
C001239,2020-07-16,44,Male,Canada,Standard,19.99
C001240,2020-03-20,57,Non-Binary,Canada,Basic,9.99
C001241,2022-09-14,33,Non-Binary,USA,Standard,19.99
C001242,2024-08-21,35,Male,India,Premium,39.99
C001243,2023-08-22,31,Female,Canada,Basic,9.99
C001244,2020-03-29,25,Non-Binary,Canada,Basic,9.99
C001245,2024-07-01,30,Female,Australia,Basic,9.99
C001246,2023-04-21,23,Non-Binary,India,Premium,39.99
C001247,2023-03-25,38,Male,UK,Basic,9.99
C001248,2024-04-17,28,Male,India,Basic,9.99
C001249,2023-05-10,40,Non-Binary,UK,Basic,9.99
C001250,2023-12-23,19,Non-Binary,Australia,Standard,19.99
C001251,2020-08-29,41,Non-Binary,USA,Standard,19.99
C001252,2023-11-09,48,Female,UK,Basic,9.99
C001253,2022-05-22,18,Non-Binary,Germany,Basic,9.99
C001254,2023-01-02,42,Female,Germany,Standard,19.99
C001255,2023-10-25,52,Female,Australia,Standard,19.99
C001256,2024-05-24,23,Non-Binary,Canada,Basic,9.99
C001257,2023-02-10,58,Female,USA,Basic,9.99
C001258,2021-12-06,43,Non-Binary,UK,Basic,9.99
C001259,2023-09-12,29,Male,Australia,Standard,19.99
C001260,2023-12-03,37,Male,USA,Standard,19.99
C001261,2024-05-28,44,Female,India,Standard,19.99
C001262,2023-11-02,38,Non-Binary,USA,Basic,9.99
C001263,2023-07-26,44,Male,India,Premium,39.99
C001264,2022-08-23,26,Non-Binary,UK,Basic,9.99
C001265,2021-03-30,40,Female,USA,Basic,9.99
C001266,2022-02-26,21,Female,Germany,Standard,19.99
C001267,2023-12-28,36,Non-Binary,USA,Premium,39.99
C001268,2020-12-24,27,Non-Binary,Canada,Basic,9.99
C001269,2024-10-07,29,Non-Binary,Brazil,Standard,19.99
C001270,2021-02-02,52,Male,Australia,Standard,19.99
C001271,2023-12-01,51,Male,Germany,Standard,19.99
C001272,2022-01-06,45,Male,France,Enterprise,99.99
C001273,2020-06-26,24,Female,Australia,Basic,9.99
C001274,2022-03-20,34,Female,Germany,Standard,19.99
C001275,2024-02-18,52,Non-Binary,USA,Basic,9.99
C001276,2021-08-05,39,Non-Binary,India,Enterprise,99.99
C001277,2021-12-13,65,Female,Brazil,Basic,9.99
C001278,2023-05-26,42,Male,Canada,Standard,19.99
C001279,2020-01-10,40,Female,USA,Standard,19.99
C001280,2023-02-18,34,Male,Canada,Basic,9.99
C001281,2020-08-27,39,Non-Binary,Brazil,Premium,39.99
C001282,2024-07-23,36,Non-Binary,USA,Standard,19.99
C001283,2022-02-11,46,Non-Binary,Canada,Basic,9.99
C001284,2021-11-26,49,Female,France,Premium,39.99
C001285,2024-10-31,28,Male,Canada,Basic,9.99
C001286,2022-02-22,22,Non-Binary,Australia,Basic,9.99
C001287,2023-12-07,18,Male,India,Standard,19.99
C001288,2021-12-24,44,Non-Binary,Canada,Premium,39.99
C001289,2021-06-23,24,Male,USA,Basic,9.99
C001290,2024-03-13,18,Female,USA,Enterprise,99.99
C001291,2022-09-02,42,Female,UK,Premium,39.99
C001292,2021-07-05,67,Male,Brazil,Standard,19.99
C001293,2021-01-24,37,Female,Australia,Basic,9.99
C001294,2021-05-10,48,Female,USA,Basic,9.99
C001295,2021-05-26,38,Non-Binary,UK,Premium,39.99
C001296,2020-09-02,36,Male,France,Standard,19.99
C001297,2023-06-11,49,Male,Australia,Standard,19.99
C001298,2020-03-27,34,Female,UK,Basic,9.99
C001299,2023-03-22,41,Female,Canada,Enterprise,99.99
C001300,2022-11-12,41,Female,UK,Premium,39.99
C001301,2020-09-19,29,Male,Canada,Standard,19.99
C001302,2023-01-12,49,Male,Canada,Basic,9.99
C001303,2023-11-06,35,Male,Canada,Basic,9.99
C001304,2022-11-27,28,Female,UK,Basic,9.99
C001305,2023-10-12,44,Male,UK,Basic,9.99
C001306,2022-01-10,27,Non-Binary,India,Basic,9.99
C001307,2021-06-22,38,Male,USA,Enterprise,99.99
C001308,2021-12-03,37,Female,USA,Standard,19.99
C001309,2022-05-08,51,Non-Binary,Australia,Basic,9.99
C001310,2022-03-31,43,Female,Canada,Standard,19.99
C001311,2023-03-25,37,Non-Binary,USA,Basic,9.99
C001312,2021-07-06,47,Male,Germany,Premium,39.99
C001313,2021-02-05,54,Male,India,Premium,39.99
C001314,2022-08-26,44,Male,USA,Standard,19.99
C001315,2024-10-05,38,Non-Binary,Canada,Premium,39.99
C001316,2024-05-27,22,Female,UK,Standard,19.99
C001317,2023-03-08,25,Male,UK,Standard,19.99
C001318,2020-05-02,34,Male,India,Standard,19.99
C001319,2023-07-13,30,Male,UK,Basic,9.99
C001320,2022-01-09,35,Female,Germany,Enterprise,99.99
C001321,2021-06-11,38,Female,USA,Basic,9.99
C001322,2023-10-23,44,Non-Binary,USA,Standard,19.99
C001323,2023-08-22,37,Non-Binary,USA,Premium,39.99
C001324,2021-12-28,43,Female,France,Standard,19.99
C001325,2024-02-17,38,Female,India,Basic,9.99
C001326,2021-08-09,18,Female,Germany,Basic,9.99
C001327,2020-12-09,26,Non-Binary,India,Basic,9.99
C001328,2023-07-16,36,Non-Binary,Germany,Premium,39.99
C001329,2020-05-26,23,Male,USA,Basic,9.99
C001330,2021-10-10,45,Non-Binary,USA,Basic,9.99
C001331,2023-08-13,56,Female,USA,Standard,19.99
C001332,2022-01-13,52,Non-Binary,Germany,Enterprise,99.99
C001333,2022-04-27,35,Male,USA,Basic,9.99
C001334,2024-01-30,55,Male,France,Enterprise,99.99
C001335,2023-12-06,39,Non-Binary,USA,Basic,9.99
C001336,2020-07-29,33,Male,USA,Premium,39.99
C001337,2023-01-28,30,Male,USA,Basic,9.99
C001338,2024-04-15,34,Male,USA,Standard,19.99
C001339,2020-06-21,33,Non-Binary,Brazil,Basic,9.99
C001340,2021-04-14,40,Male,Australia,Standard,19.99
C001341,2020-09-15,39,Male,Canada,Basic,9.99
C001342,2020-03-12,38,Non-Binary,UK,Enterprise,99.99
C001343,2022-09-02,43,Female,Brazil,Standard,19.99
C001344,2021-07-11,52,Non-Binary,UK,Enterprise,99.99
C001345,2023-11-29,49,Non-Binary,USA,Standard,19.99
C001346,2023-07-16,20,Non-Binary,Germany,Standard,19.99
C001347,2022-12-08,18,Non-Binary,Germany,Basic,9.99
C001348,2021-12-12,49,Female,Canada,Premium,39.99
C001349,2022-06-23,21,Female,UK,Basic,9.99
C001350,2021-09-13,35,Male,USA,Premium,39.99
C001351,2024-10-02,23,Male,UK,Standard,19.99
C001352,2020-01-18,18,Non-Binary,Brazil,Enterprise,99.99
C001353,2022-09-04,44,Female,USA,Standard,19.99
C001354,2021-08-22,47,Non-Binary,USA,Basic,9.99
C001355,2022-02-04,31,Male,UK,Standard,19.99
C001356,2022-03-19,18,Male,USA,Premium,39.99
C001357,2022-03-09,31,Female,USA,Basic,9.99
C001358,2023-07-04,42,Male,Canada,Premium,39.99
C001359,2023-06-09,20,Non-Binary,France,Basic,9.99
C001360,2024-03-01,40,Non-Binary,India,Standard,19.99
C001361,2024-10-13,37,Male,USA,Basic,9.99
C001362,2023-07-28,44,Female,Germany,Basic,9.99
C001363,2023-06-29,39,Female,USA,Basic,9.99
C001364,2020-04-11,26,Non-Binary,USA,Enterprise,99.99
C001365,2021-07-31,52,Female,USA,Standard,19.99
C001366,2020-01-17,36,Male,USA,Basic,9.99
C001367,2021-03-20,37,Female,UK,Premium,39.99
C001368,2022-10-17,26,Female,Canada,Premium,39.99
C001369,2021-11-07,32,Male,India,Enterprise,99.99
C001370,2020-04-24,27,Female,Australia,Basic,9.99
C001371,2022-08-20,35,Male,USA,Premium,39.99
C001372,2024-07-31,58,Female,India,Basic,9.99
C001373,2024-04-22,21,Non-Binary,USA,Premium,39.99
C001374,2022-06-26,18,Male,Australia,Basic,9.99
C001375,2022-08-01,55,Non-Binary,Australia,Standard,19.99
C001376,2021-03-02,35,Female,UK,Enterprise,99.99
C001377,2021-10-23,29,Male,Germany,Basic,9.99
C001378,2023-01-30,50,Non-Binary,USA,Standard,19.99
C001379,2021-09-03,30,Male,UK,Basic,9.99
C001380,2023-09-27,59,Male,Brazil,Basic,9.99
C001381,2022-06-08,46,Female,USA,Premium,39.99
C001382,2023-04-12,32,Male,UK,Basic,9.99
C001383,2020-03-27,63,Non-Binary,Australia,Standard,19.99
C001384,2023-05-06,30,Male,UK,Basic,9.99
C001385,2020-11-18,46,Female,USA,Standard,19.99
C001386,2024-04-04,41,Non-Binary,USA,Basic,9.99
C001387,2020-11-11,53,Non-Binary,Canada,Basic,9.99
C001388,2022-09-26,56,Male,UK,Standard,19.99
C001389,2023-08-13,38,Female,India,Standard,19.99
C001390,2021-01-30,28,Male,France,Basic,9.99
C001391,2020-10-02,43,Female,India,Standard,19.99
C001392,2022-06-15,29,Non-Binary,USA,Standard,19.99
C001393,2021-01-23,62,Non-Binary,USA,Basic,9.99
C001394,2024-02-08,39,Female,USA,Premium,39.99
C001395,2024-10-28,33,Non-Binary,USA,Standard,19.99
C001396,2022-07-09,40,Female,India,Standard,19.99
C001397,2022-07-18,21,Male,Australia,Standard,19.99
C001398,2024-02-11,26,Male,India,Standard,19.99
C001399,2022-01-15,52,Non-Binary,USA,Premium,39.99
C001400,2023-09-10,30,Non-Binary,India,Basic,9.99
C001401,2023-10-31,25,Female,Australia,Basic,9.99
C001402,2021-08-02,44,Female,UK,Basic,9.99
C001403,2020-07-16,52,Non-Binary,France,Basic,9.99
C001404,2020-09-22,46,Male,India,Basic,9.99
C001405,2022-09-21,49,Male,USA,Standard,19.99
C001406,2024-09-08,28,Female,France,Standard,19.99
C001407,2023-12-07,20,Non-Binary,USA,Basic,9.99
C001408,2023-05-25,56,Non-Binary,USA,Enterprise,99.99
C001409,2021-03-03,34,Non-Binary,Canada,Premium,39.99
C001410,2020-06-12,34,Female,India,Basic,9.99
C001411,2023-02-16,53,Non-Binary,Brazil,Standard,19.99
C001412,2022-01-25,44,Non-Binary,USA,Standard,19.99
C001413,2022-12-19,43,Male,Australia,Premium,39.99
C001414,2020-06-08,63,Male,Brazil,Basic,9.99
C001415,2024-01-25,30,Male,Canada,Basic,9.99
C001416,2022-12-13,49,Non-Binary,USA,Standard,19.99
C001417,2021-01-01,38,Non-Binary,Australia,Standard,19.99
C001418,2020-08-04,41,Non-Binary,Germany,Standard,19.99
C001419,2023-12-09,56,Non-Binary,UK,Basic,9.99
C001420,2024-06-10,44,Male,Canada,Standard,19.99
C001421,2023-09-08,44,Male,Canada,Standard,19.99
C001422,2021-12-22,50,Female,Germany,Enterprise,99.99
C001423,2024-09-26,33,Female,UK,Standard,19.99
C001424,2024-08-18,27,Non-Binary,UK,Basic,9.99
C001425,2023-01-22,25,Male,UK,Standard,19.99
C001426,2024-03-04,18,Female,UK,Standard,19.99
C001427,2022-03-24,62,Male,France,Enterprise,99.99
C001428,2023-05-05,24,Male,Canada,Enterprise,99.99
C001429,2021-09-10,35,Male,UK,Basic,9.99
C001430,2024-10-18,34,Female,USA,Premium,39.99
C001431,2023-11-13,41,Female,India,Standard,19.99
C001432,2023-03-14,47,Non-Binary,USA,Basic,9.99
C001433,2021-12-29,48,Male,USA,Basic,9.99
C001434,2023-04-07,31,Male,USA,Premium,39.99
C001435,2020-07-07,35,Non-Binary,UK,Enterprise,99.99
C001436,2024-02-12,41,Male,France,Premium,39.99
C001437,2020-12-20,35,Female,India,Standard,19.99
C001438,2023-03-26,57,Male,Germany,Basic,9.99
C001439,2024-02-05,43,Non-Binary,UK,Premium,39.99
C001440,2024-04-27,46,Female,UK,Premium,39.99
C001441,2022-05-03,45,Male,India,Basic,9.99
C001442,2023-08-29,52,Non-Binary,Brazil,Standard,19.99
C001443,2023-07-18,40,Female,USA,Standard,19.99
