ticket_id,customer_id,ticket_date,ticket_category,resolution_time_hrs,satisfaction_score
T000933_01,C000933,2021-10-31,account,2.9,3
T000933_02,C000933,2022-08-09,technical,24.0,5
T000933_03,C000933,2024-02-25,technical,6.4,3
T000934_04,C000934,2022-01-21,billing,6.9,1
T000934_03,C000934,2022-08-14,billing,7.7,3
T000934_01,C000934,2022-11-22,account,13.0,3
T000934_02,C000934,2023-09-23,billing,13.1,1
T000935_01,C000935,2024-08-14,technical,7.7,4
T000938_02,C000938,2021-01-30,technical,1.4,1
T000938_01,C000938,2021-07-05,account,3.8,5
T000938_04,C000938,2021-07-30,billing,2.5,1
T000938_03,C000938,2024-04-30,account,0.5,5
T000939_01,C000939,2024-04-16,account,1.2,2
T000941_05,C000941,2022-01-08,billing,0.5,4
T000941_04,C000941,2022-11-04,billing,4.9,4
T000941_01,C000941,2023-06-18,technical,11.2,1
T000941_03,C000941,2024-02-29,account,15.7,3
T000941_02,C000941,2024-12-22,feature_request,1.8,5
T000942_03,C000942,2022-07-16,account,29.4,1
T000942_01,C000942,2023-10-16,technical,5.3,4
T000942_02,C000942,2024-08-16,technical,4.1,4
T000943_01,C000943,2022-09-19,cancellation,3.2,4
T000943_02,C000943,2024-06-19,billing,3.8,1
T000944_01,C000944,2021-08-28,account,7.2,3
T000945_02,C000945,2020-08-27,technical,11.7,4
T000945_01,C000945,2021-07-23,account,3.1,3
T000946_02,C000946,2020-11-28,account,6.4,4
T000946_04,C000946,2022-01-10,technical,9.1,4
T000946_01,C000946,2022-10-17,billing,2.4,3
T000946_03,C000946,2023-11-11,account,22.6,5
T000947_01,C000947,2022-09-15,billing,5.4,1
T000948_01,C000948,2022-06-09,technical,0.8,1
T000948_03,C000948,2023-04-14,billing,4.6,4
T000948_02,C000948,2023-09-10,billing,0.5,3
T000949_01,C000949,2023-03-31,account,10.0,1
T000951_02,C000951,2024-04-02,technical,5.3,4
T000951_01,C000951,2024-10-30,account,5.9,4
T000952_01,C000952,2022-11-01,account,1.1,2
T000954_01,C000954,2024-07-17,account,23.7,3
T000955_02,C000955,2023-02-19,billing,22.6,5
T000955_01,C000955,2023-11-05,billing,6.7,5
T000955_03,C000955,2024-08-13,billing,0.5,3
T000956_01,C000956,2022-10-11,cancellation,6.7,1
T000959_01,C000959,2023-09-16,technical,11.3,1
T000962_03,C000962,2020-12-09,billing,8.4,4
T000962_02,C000962,2022-02-06,technical,15.1,2
T000962_01,C000962,2024-08-03,billing,0.8,2
T000964_02,C000964,2024-03-17,account,2.6,4
T000964_01,C000964,2024-12-23,technical,0.7,2
T000965_02,C000965,2021-08-17,billing,1.0,4
T000965_03,C000965,2021-09-10,billing,35.5,3
T000965_01,C000965,2022-04-05,technical,6.6,5
T000966_01,C000966,2022-08-24,feature_request,43.4,2
T000967_01,C000967,2023-06-20,account,4.3,5
T000969_01,C000969,2024-08-09,cancellation,11.2,2
T000969_02,C000969,2024-11-04,technical,11.5,1
T000971_01,C000971,2022-11-17,billing,1.3,1
T000971_02,C000971,2024-09-25,technical,8.8,5
T000975_01,C000975,2022-12-26,billing,8.0,1
T000977_01,C000977,2022-12-19,account,1.3,3
T000977_02,C000977,2023-05-31,account,3.3,4
T000978_01,C000978,2024-09-04,technical,17.5,2
T000979_01,C000979,2024-02-06,technical,5.5,1
T000981_01,C000981,2024-09-17,technical,6.8,1
T000982_01,C000982,2023-06-01,billing,3.7,3
T000984_04,C000984,2021-02-21,technical,1.0,3
T000984_02,C000984,2021-03-26,billing,25.3,4
T000984_03,C000984,2022-01-10,technical,2.0,5
T000984_01,C000984,2024-11-05,account,0.5,4
T000985_01,C000985,2022-08-09,cancellation,13.2,4
T000985_03,C000985,2022-11-14,cancellation,10.5,5
T000985_02,C000985,2024-04-13,technical,7.5,5
T000986_01,C000986,2023-01-09,account,11.2,3
T000986_02,C000986,2024-07-30,technical,4.5,4
T000989_01,C000989,2024-05-19,cancellation,1.2,4
T000991_01,C000991,2021-08-21,technical,1.3,2
T000992_01,C000992,2023-04-06,technical,22.4,2
T000993_01,C000993,2024-01-02,technical,16.8,2
T000994_01,C000994,2023-11-20,billing,4.5,1
T000996_01,C000996,2021-12-01,technical,8.6,2
T000996_02,C000996,2023-07-24,billing,22.0,1
T000999_01,C000999,2022-03-15,billing,13.4,3
T000999_02,C000999,2022-04-15,technical,17.7,1
T001000_01,C001000,2024-11-14,feature_request,5.0,4
T001002_01,C001002,2024-05-31,feature_request,5.1,1
T001003_01,C001003,2022-06-14,billing,18.7,2
T001004_01,C001004,2021-11-05,technical,10.1,1
T001004_02,C001004,2023-09-22,account,7.5,5
T001004_03,C001004,2024-09-24,billing,7.3,5
T001006_02,C001006,2020-05-30,account,5.7,1
T001006_01,C001006,2024-01-02,technical,3.3,1
T001007_01,C001007,2024-04-12,technical,16.5,5
T001009_01,C001009,2024-11-03,billing,1.3,2
T001011_01,C001011,2024-03-13,feature_request,6.0,3
T001011_02,C001011,2024-11-19,technical,0.6,5
T001015_01,C001015,2024-07-14,account,15.7,1
T001017_06,C001017,2021-07-06,billing,2.6,5
T001017_01,C001017,2023-02-12,technical,1.0,3
T001017_05,C001017,2023-06-07,cancellation,10.9,5
T001017_02,C001017,2024-01-30,account,6.7,2
T001017_04,C001017,2024-04-10,feature_request,14.2,3
T001017_03,C001017,2024-05-15,billing,3.6,4
T001020_01,C001020,2024-06-29,cancellation,8.6,5
T001021_01,C001021,2024-07-13,technical,7.3,4
T001022_01,C001022,2023-05-26,feature_request,24.5,4
T001024_01,C001024,2023-11-12,technical,3.9,5
T001025_02,C001025,2022-01-13,billing,3.2,1
T001025_01,C001025,2022-08-15,technical,4.9,2
T001025_03,C001025,2023-04-30,account,7.9,2
T001026_02,C001026,2021-11-22,technical,3.7,5
T001026_03,C001026,2022-02-28,billing,2.2,4
T001026_01,C001026,2023-04-15,technical,2.3,3
T001027_01,C001027,2023-05-25,account,17.2,1
T001027_02,C001027,2023-11-18,account,4.9,5
T001029_01,C001029,2020-12-27,cancellation,15.2,3
T001029_02,C001029,2021-11-01,account,5.5,3
T001030_01,C001030,2022-07-23,technical,8.8,5
T001031_01,C001031,2021-02-19,billing,4.9,2
T001031_02,C001031,2022-03-10,account,26.0,1
T001032_01,C001032,2021-08-31,billing,4.7,4
T001032_02,C001032,2021-11-21,account,0.6,4
T001032_03,C001032,2024-08-19,technical,3.0,1
T001033_02,C001033,2023-03-04,technical,1.9,1
T001033_04,C001033,2023-03-17,account,4.5,5
T001033_03,C001033,2023-05-30,account,1.3,5
T001033_01,C001033,2023-08-12,technical,13.3,3
T001034_02,C001034,2022-08-14,account,1.4,5
T001034_01,C001034,2023-06-12,technical,17.5,4
T001034_03,C001034,2024-02-27,feature_request,10.1,2
T001035_01,C001035,2023-03-07,cancellation,16.6,4
T001036_01,C001036,2022-10-10,technical,1.8,5
T001036_02,C001036,2023-08-21,billing,4.6,3
T001037_01,C001037,2024-03-20,account,6.6,3
T001040_01,C001040,2024-09-27,billing,19.0,1
T001041_01,C001041,2022-02-05,technical,5.9,4
T001042_01,C001042,2022-01-26,technical,7.4,3
T001043_03,C001043,2021-01-10,account,1.3,2
T001043_04,C001043,2021-06-14,technical,19.6,3
T001043_02,C001043,2022-03-03,cancellation,0.5,5
T001043_01,C001043,2023-01-28,billing,1.8,4
T001045_02,C001045,2024-02-24,technical,1.0,1
T001045_01,C001045,2024-06-04,billing,8.7,3
T001045_03,C001045,2024-09-12,billing,10.9,3
T001047_02,C001047,2024-01-15,account,3.7,5
T001047_01,C001047,2024-04-20,billing,16.8,2
T001049_02,C001049,2023-11-19,billing,27.4,1
T001049_01,C001049,2024-05-21,technical,18.1,2
T001050_01,C001050,2024-07-11,technical,5.8,5
T001051_03,C001051,2021-01-29,technical,15.4,2
T001051_02,C001051,2021-12-19,feature_request,3.0,2
T001051_01,C001051,2022-08-17,cancellation,7.1,1
T001051_04,C001051,2022-12-07,billing,10.0,2
T001052_02,C001052,2022-07-16,technical,3.9,3
T001052_01,C001052,2022-12-05,account,15.2,2
T001055_01,C001055,2023-04-05,account,6.7,4
T001056_01,C001056,2022-09-22,billing,5.4,4
T001056_03,C001056,2023-01-26,account,16.7,4
T001056_02,C001056,2023-03-26,account,1.4,3
T001057_03,C001057,2023-01-25,technical,17.0,3
T001057_01,C001057,2023-02-08,cancellation,15.7,3
T001057_02,C001057,2024-01-25,account,9.2,3
T001060_01,C001060,2022-10-26,technical,3.0,2
T001060_02,C001060,2023-08-29,account,19.5,2
T001062_01,C001062,2023-01-09,feature_request,1.3,1
T001063_02,C001063,2020-12-28,cancellation,12.2,4
T001063_01,C001063,2023-07-05,billing,3.0,1
T001064_02,C001064,2023-10-07,technical,11.0,3
T001064_03,C001064,2024-04-21,cancellation,8.7,1
T001064_01,C001064,2024-08-24,technical,31.4,2
T001064_04,C001064,2024-11-03,technical,9.5,2
T001065_03,C001065,2024-05-19,technical,3.3,2
T001065_02,C001065,2024-08-14,account,25.7,3
T001065_01,C001065,2024-10-06,account,9.5,3
T001069_04,C001069,2020-09-28,technical,2.0,2
T001069_02,C001069,2021-04-10,account,3.5,3
T001069_01,C001069,2023-07-29,account,8.5,3
T001069_03,C001069,2024-06-30,technical,8.2,3
T001069_05,C001069,2024-07-12,technical,30.5,5
T001071_01,C001071,2022-11-02,feature_request,7.3,2
T001072_01,C001072,2022-06-12,cancellation,2.3,4
T001074_01,C001074,2023-12-20,cancellation,11.9,1
T001075_01,C001075,2020-10-04,account,1.4,4
T001076_01,C001076,2024-02-02,technical,27.7,1
T001076_02,C001076,2024-06-13,feature_request,13.0,2
T001079_01,C001079,2020-10-24,feature_request,3.6,5
T001079_02,C001079,2021-02-07,billing,4.9,5
T001079_03,C001079,2023-05-16,feature_request,3.1,2
T001080_01,C001080,2024-12-28,technical,13.2,4
T001082_03,C001082,2020-04-16,billing,1.1,4
T001082_02,C001082,2023-04-11,account,1.7,3
T001082_04,C001082,2024-10-11,account,21.3,2
T001082_01,C001082,2024-11-22,account,9.0,2
T001085_01,C001085,2021-03-21,technical,20.2,4
T001086_01,C001086,2022-11-27,billing,4.2,5
T001088_02,C001088,2022-07-10,account,0.5,4
T001088_01,C001088,2024-08-29,billing,15.2,1
T001090_02,C001090,2023-03-19,billing,7.9,4
T001090_03,C001090,2023-06-03,billing,0.8,1
T001090_01,C001090,2024-10-14,technical,4.4,2
T001091_01,C001091,2024-09-28,feature_request,25.1,3
T001092_01,C001092,2022-06-12,cancellation,5.2,1
T001094_01,C001094,2022-01-27,cancellation,27.7,2
T001094_02,C001094,2024-05-12,technical,22.6,2
T001095_01,C001095,2024-02-25,billing,46.5,1
T001096_02,C001096,2020-08-20,feature_request,9.7,4
T001096_01,C001096,2024-09-05,technical,17.0,2
T001099_02,C001099,2021-06-03,billing,3.6,4
T001099_03,C001099,2022-11-09,technical,2.4,1
T001099_01,C001099,2024-10-28,technical,1.2,5
T001100_01,C001100,2024-03-25,feature_request,23.4,2
T001101_01,C001101,2022-04-18,billing,7.9,4
T001101_02,C001101,2022-10-30,billing,19.2,5
T001103_01,C001103,2023-03-11,feature_request,4.9,2
T001104_01,C001104,2024-05-08,technical,0.5,2
T001106_01,C001106,2023-10-06,technical,11.4,2
T001107_01,C001107,2023-07-23,account,0.5,4
T001108_01,C001108,2021-08-12,technical,37.0,3
T001109_03,C001109,2021-03-18,account,26.6,1
T001109_01,C001109,2021-09-14,cancellation,19.8,2
T001109_02,C001109,2024-12-21,technical,5.0,5
T001110_01,C001110,2023-02-17,billing,29.4,2
T001112_01,C001112,2022-04-05,feature_request,9.0,2
T001113_02,C001113,2023-07-10,technical,8.2,1
T001113_01,C001113,2023-09-15,technical,4.2,4
T001114_01,C001114,2024-11-13,account,5.0,2
T001114_02,C001114,2024-12-22,technical,2.3,1
T001115_01,C001115,2024-10-24,cancellation,12.2,3
T001117_01,C001117,2024-03-09,technical,1.0,3
T001117_02,C001117,2024-04-16,technical,6.4,2
T001118_02,C001118,2024-04-26,account,4.9,1
T001118_03,C001118,2024-05-02,technical,0.9,2
T001118_01,C001118,2024-09-28,technical,18.9,2
T001118_04,C001118,2024-11-08,account,7.3,1
T001119_01,C001119,2024-06-19,account,21.7,3
T001120_01,C001120,2023-11-03,billing,5.4,2
T001121_03,C001121,2024-02-02,technical,8.1,2
T001121_02,C001121,2024-04-13,billing,1.0,1
T001121_01,C001121,2024-10-28,account,4.8,1
T001123_01,C001123,2021-01-14,account,11.1,1
T001124_02,C001124,2022-08-08,account,1.5,1
T001124_01,C001124,2023-04-30,feature_request,13.0,4
T001126_01,C001126,2023-12-19,account,43.6,2
T001126_02,C001126,2024-12-07,technical,4.6,3
T001127_02,C001127,2022-11-16,technical,9.7,1
T001127_03,C001127,2023-01-15,account,6.2,5
T001127_04,C001127,2023-02-11,technical,6.8,4
T001127_01,C001127,2024-10-14,billing,0.6,1
T001128_01,C001128,2024-05-21,billing,8.6,2
T001129_01,C001129,2024-02-10,account,9.5,3
T001130_02,C001130,2024-08-09,technical,7.1,3
T001130_01,C001130,2024-11-14,technical,6.3,2
T001131_01,C001131,2023-11-18,billing,8.6,5
T001132_02,C001132,2024-01-03,billing,8.8,5
T001132_01,C001132,2024-06-12,cancellation,3.7,2
T001137_03,C001137,2023-09-19,feature_request,2.2,3
T001137_01,C001137,2024-07-16,feature_request,1.8,1
T001137_02,C001137,2024-08-19,technical,1.6,5
T001138_01,C001138,2023-10-23,billing,6.6,4
T001138_02,C001138,2024-03-23,feature_request,3.4,1
T001139_03,C001139,2021-03-15,billing,3.4,3
T001139_01,C001139,2021-06-29,billing,2.2,3
T001139_02,C001139,2024-12-26,technical,0.9,3
T001140_01,C001140,2024-02-25,feature_request,11.7,3
T001140_02,C001140,2024-11-18,billing,1.1,2
T001141_02,C001141,2021-08-23,technical,30.2,1
T001141_01,C001141,2023-12-17,billing,9.1,1
T001142_01,C001142,2021-03-07,feature_request,4.4,3
T001142_02,C001142,2024-06-08,account,38.3,3
T001143_01,C001143,2024-10-18,account,3.4,3
T001147_01,C001147,2024-03-26,account,13.6,1
T001148_01,C001148,2023-05-09,account,12.4,1
T001148_03,C001148,2023-12-27,account,8.1,5
T001148_02,C001148,2024-10-25,billing,1.3,3
T001148_04,C001148,2024-11-16,technical,11.9,4
T001149_01,C001149,2021-05-15,billing,3.4,2
T001149_02,C001149,2024-08-12,billing,5.2,4
T001151_01,C001151,2024-10-08,billing,13.4,4
T001152_01,C001152,2024-07-05,cancellation,4.1,2
T001153_01,C001153,2021-11-15,billing,8.1,5
T001153_02,C001153,2021-12-08,technical,1.3,4
T001154_01,C001154,2022-09-22,billing,5.4,5
T001154_02,C001154,2023-06-25,account,1.4,1
T001154_03,C001154,2024-12-03,technical,7.3,5
T001156_01,C001156,2023-08-13,account,14.0,2
T001156_02,C001156,2024-05-10,billing,5.5,3
T001157_01,C001157,2023-08-27,technical,25.2,3
T001158_01,C001158,2024-06-19,billing,11.6,1
T001159_02,C001159,2021-05-26,feature_request,4.8,3
T001159_01,C001159,2022-06-21,billing,1.9,2
T001164_02,C001164,2024-05-18,billing,0.5,3
T001164_01,C001164,2024-12-09,technical,4.3,2
T001166_04,C001166,2021-06-20,technical,18.4,4
T001166_01,C001166,2021-11-01,feature_request,0.9,1
T001166_03,C001166,2022-04-14,feature_request,14.1,4
T001166_02,C001166,2022-07-31,feature_request,7.4,4
T001167_01,C001167,2022-10-01,account,0.9,1
T001168_01,C001168,2024-07-25,cancellation,5.2,5
T001169_02,C001169,2024-07-10,billing,12.4,4
T001169_01,C001169,2024-11-03,account,0.5,3
T001170_01,C001170,2020-07-06,account,16.4,3
T001170_02,C001170,2021-11-29,technical,11.9,2
T001171_01,C001171,2024-06-16,account,2.6,1
T001172_01,C001172,2024-10-04,account,1.0,3
T001173_01,C001173,2022-08-26,technical,40.8,4
T001173_02,C001173,2023-05-22,cancellation,0.6,3
T001173_04,C001173,2023-07-04,account,4.5,5
T001173_03,C001173,2024-07-12,technical,16.2,2
T001177_01,C001177,2024-05-22,technical,5.3,2
T001178_01,C001178,2022-06-07,account,16.8,1
T001179_01,C001179,2023-04-26,technical,3.2,4
T001179_05,C001179,2024-02-03,technical,9.5,3
T001179_04,C001179,2024-10-03,billing,14.7,4
T001179_03,C001179,2024-10-18,account,2.2,3
T001179_02,C001179,2024-11-11,technical,1.4,1
T001183_01,C001183,2024-11-25,account,6.0,1
T001184_01,C001184,2023-09-07,feature_request,5.2,2
T001184_02,C001184,2023-10-31,billing,3.2,4
T001184_03,C001184,2024-01-11,account,5.7,5
T001185_01,C001185,2024-05-27,account,10.3,1
T001186_01,C001186,2023-12-14,account,1.7,4
T001187_03,C001187,2024-01-26,technical,15.5,3
T001187_01,C001187,2024-03-18,billing,38.6,3
T001187_04,C001187,2024-06-25,billing,5.7,2
T001187_02,C001187,2024-10-01,technical,7.0,3
T001188_01,C001188,2021-06-20,technical,22.9,3
T001191_01,C001191,2023-04-11,account,16.5,3
T001191_02,C001191,2023-12-11,technical,6.3,1
T001191_03,C001191,2024-09-20,technical,4.6,3
T001192_03,C001192,2021-07-29,technical,22.0,3
T001192_01,C001192,2023-04-02,billing,18.4,5
T001192_02,C001192,2024-08-30,feature_request,1.8,3
T001194_01,C001194,2024-05-18,technical,25.0,1
T001195_01,C001195,2023-04-15,technical,12.2,3
T001196_01,C001196,2021-08-31,billing,11.9,5
T001198_02,C001198,2021-02-23,billing,13.1,2
T001198_01,C001198,2022-11-18,feature_request,12.3,5
T001198_03,C001198,2023-06-15,feature_request,5.3,3
T001199_01,C001199,2023-11-14,technical,11.2,5
T001200_01,C001200,2022-08-28,technical,12.7,3
T001201_01,C001201,2021-08-21,technical,11.8,1
T001202_01,C001202,2023-10-11,account,3.7,2
T001202_02,C001202,2024-04-30,technical,27.1,1
T001204_01,C001204,2023-01-11,account,7.5,4
T001206_01,C001206,2024-12-01,technical,11.0,1
T001207_01,C001207,2022-04-03,cancellation,25.1,3
T001208_01,C001208,2024-08-07,account,12.2,1
T001210_01,C001210,2024-09-24,account,10.8,5
T001212_01,C001212,2024-12-14,billing,3.9,4
T001213_01,C001213,2024-05-15,technical,18.8,5
T001216_01,C001216,2024-04-13,feature_request,7.1,3
T001218_03,C001218,2022-06-22,account,6.5,4
T001218_04,C001218,2023-01-31,technical,11.2,3
T001218_02,C001218,2023-09-01,technical,2.1,3
T001218_01,C001218,2024-05-21,feature_request,0.8,3
T001219_01,C001219,2022-02-14,account,11.9,4
T001219_02,C001219,2024-03-26,feature_request,7.0,1
T001220_01,C001220,2020-01-22,cancellation,0.6,2
T001220_02,C001220,2024-11-10,technical,6.0,5
T001221_01,C001221,2022-10-18,cancellation,3.5,2
T001222_03,C001222,2021-03-07,technical,6.2,2
T001222_09,C001222,2021-03-12,technical,2.0,2
T001222_02,C001222,2021-04-28,account,21.4,2
T001222_06,C001222,2021-09-25,technical,9.8,1
T001222_01,C001222,2022-01-23,account,9.2,1
T001222_07,C001222,2023-03-19,feature_request,11.8,5
T001222_05,C001222,2023-07-02,account,6.0,3
T001222_08,C001222,2024-03-26,billing,5.9,4
T001222_04,C001222,2024-08-04,account,1.7,2
T001223_01,C001223,2024-07-31,cancellation,6.8,1
T001223_02,C001223,2024-09-13,technical,31.8,2
T001224_01,C001224,2022-11-09,billing,1.7,3
T001224_02,C001224,2023-08-01,cancellation,19.2,1
T001225_02,C001225,2023-04-16,account,18.2,5
T001225_01,C001225,2024-12-16,billing,2.9,4
T001226_01,C001226,2022-09-25,cancellation,10.5,5
T001229_02,C001229,2021-11-05,technical,4.7,3
T001229_03,C001229,2021-12-10,technical,1.1,4
T001229_01,C001229,2023-03-04,technical,1.1,2
T001231_05,C001231,2024-01-27,technical,42.9,1
T001231_04,C001231,2024-02-05,technical,16.8,1
T001231_03,C001231,2024-04-06,feature_request,14.0,1
T001231_01,C001231,2024-06-13,account,7.3,2
T001231_06,C001231,2024-08-12,billing,19.9,3
T001231_02,C001231,2024-10-26,technical,9.9,3
T001232_02,C001232,2023-11-29,account,0.5,2
T001232_01,C001232,2024-03-18,billing,16.4,4
T001235_01,C001235,2021-10-26,technical,7.1,1
T001235_02,C001235,2023-08-22,account,6.7,3
T001236_01,C001236,2023-10-01,technical,14.4,2
T001237_01,C001237,2021-08-31,feature_request,5.6,2
T001237_02,C001237,2024-02-14,technical,3.3,5
T001238_02,C001238,2023-03-18,technical,2.0,2
T001238_01,C001238,2023-09-23,account,0.5,1
T001239_01,C001239,2023-08-02,technical,13.3,1
T001240_01,C001240,2022-09-04,billing,10.5,1
T001240_03,C001240,2024-02-15,technical,8.4,3
T001240_02,C001240,2024-07-08,technical,8.4,4
T001240_04,C001240,2024-10-08,technical,4.3,1
T001243_01,C001243,2024-01-14,billing,2.8,2
T001244_01,C001244,2020-06-22,account,12.6,4
T001244_02,C001244,2020-12-26,technical,3.1,5
T001244_04,C001244,2024-09-22,technical,6.8,2
T001244_03,C001244,2024-11-29,technical,0.5,4
T001246_01,C001246,2024-01-14,billing,4.6,4
T001248_01,C001248,2024-11-08,cancellation,9.8,1
T001251_04,C001251,2021-09-11,feature_request,2.0,3
T001251_01,C001251,2023-03-24,account,8.6,3
T001251_03,C001251,2023-05-10,account,2.6,2
T001251_02,C001251,2024-05-10,technical,2.7,5
T001252_01,C001252,2024-08-13,account,0.6,5
T001255_01,C001255,2024-06-08,account,19.8,2
T001256_01,C001256,2024-09-23,account,13.1,3
T001256_02,C001256,2024-11-14,cancellation,11.4,1
T001258_01,C001258,2022-08-09,account,1.6,3
T001259_01,C001259,2024-04-23,account,0.9,5
T001264_01,C001264,2022-12-29,technical,5.1,5
T001265_01,C001265,2023-06-22,feature_request,1.2,3
T001266_02,C001266,2023-10-18,technical,9.4,2
T001266_01,C001266,2024-09-21,technical,26.0,1
T001268_02,C001268,2021-04-29,billing,8.6,4
T001268_01,C001268,2022-03-03,billing,1.4,4
T001268_03,C001268,2024-08-28,technical,0.5,3
T001270_01,C001270,2023-06-05,billing,20.1,3
T001272_02,C001272,2022-06-29,technical,8.6,5
T001272_01,C001272,2024-05-11,billing,3.0,2
T001273_01,C001273,2022-09-02,technical,0.7,3
T001276_01,C001276,2023-04-11,technical,2.8,5
T001277_01,C001277,2023-04-01,billing,24.8,3
T001277_03,C001277,2024-05-24,technical,20.8,3
T001277_04,C001277,2024-07-04,cancellation,6.3,5
T001277_02,C001277,2024-07-18,billing,0.5,3
T001278_01,C001278,2024-07-16,technical,16.9,1
T001279_02,C001279,2020-08-23,cancellation,1.1,2
T001279_01,C001279,2020-11-12,technical,12.5,1
T001280_01,C001280,2024-09-01,account,3.9,4
T001281_04,C001281,2022-08-02,feature_request,9.4,1
T001281_01,C001281,2023-05-28,technical,25.9,1
T001281_02,C001281,2023-09-07,account,13.4,2
T001281_03,C001281,2024-05-19,cancellation,17.1,3
T001283_01,C001283,2022-10-19,technical,12.6,2
T001283_03,C001283,2024-04-08,billing,2.6,4
T001283_02,C001283,2024-08-12,technical,9.8,2
T001288_04,C001288,2022-08-05,account,6.2,1
T001288_03,C001288,2022-12-02,cancellation,14.1,4
T001288_02,C001288,2024-04-03,feature_request,8.1,4
T001288_01,C001288,2024-05-27,cancellation,2.3,4
T001290_01,C001290,2024-12-20,billing,2.6,1
T001292_01,C001292,2022-07-12,account,4.3,3
T001294_01,C001294,2021-09-28,billing,0.9,4
T001296_01,C001296,2023-06-01,technical,9.3,3
T001297_01,C001297,2023-11-28,technical,1.7,4
T001298_01,C001298,2021-01-27,feature_request,1.2,2
T001298_03,C001298,2022-04-22,billing,22.8,2
T001298_02,C001298,2024-07-30,account,7.7,5
T001301_03,C001301,2021-08-31,technical,0.5,4
T001301_01,C001301,2023-04-03,account,0.8,2
T001301_02,C001301,2024-08-14,technical,3.6,5
T001302_01,C001302,2023-08-22,technical,29.5,2
T001303_01,C001303,2024-06-03,account,0.7,3
T001303_02,C001303,2024-10-06,technical,7.4,1
T001304_01,C001304,2023-09-03,technical,0.9,2
T001305_01,C001305,2024-11-28,billing,1.0,2
T001306_01,C001306,2023-08-26,account,22.4,2
T001307_03,C001307,2022-11-10,billing,1.1,5
T001307_01,C001307,2023-01-11,technical,8.2,3
T001307_02,C001307,2023-03-01,technical,15.1,4
T001308_02,C001308,2023-12-20,technical,6.2,3
T001308_01,C001308,2024-11-11,billing,19.5,1
T001310_01,C001310,2023-06-14,technical,17.9,5
T001311_04,C001311,2023-06-07,account,10.5,4
T001311_02,C001311,2023-10-05,account,2.6,5
T001311_01,C001311,2024-05-07,cancellation,4.9,4
T001311_03,C001311,2024-12-21,feature_request,2.7,4
T001312_03,C001312,2021-10-05,billing,2.5,1
T001312_02,C001312,2021-10-16,billing,3.6,1
T001312_01,C001312,2023-03-06,cancellation,0.9,5
T001312_04,C001312,2024-09-20,feature_request,6.2,4
T001314_01,C001314,2024-01-06,technical,2.5,5
T001317_02,C001317,2023-11-12,cancellation,12.6,3
T001317_01,C001317,2024-07-05,account,10.0,2
T001318_01,C001318,2021-11-20,account,2.3,5
T001318_02,C001318,2023-05-06,cancellation,1.7,4
T001319_03,C001319,2023-11-20,billing,9.4,2
T001319_04,C001319,2023-12-13,technical,11.2,3
T001319_02,C001319,2024-06-23,billing,5.6,3
T001319_01,C001319,2024-08-30,technical,24.3,1
T001322_01,C001322,2023-11-26,feature_request,0.5,2
T001323_01,C001323,2024-08-11,account,7.3,5
T001324_01,C001324,2023-01-10,technical,5.7,1
T001324_02,C001324,2023-09-19,technical,6.6,2
T001326_01,C001326,2023-10-03,account,16.7,1
T001326_02,C001326,2024-08-06,billing,8.3,4
T001327_01,C001327,2021-07-23,technical,6.7,4
T001327_04,C001327,2021-07-30,cancellation,3.0,4
T001327_05,C001327,2021-08-27,technical,6.1,4
T001327_03,C001327,2022-09-12,technical,14.1,4
T001327_02,C001327,2023-06-08,technical,1.7,3
T001329_01,C001329,2021-01-04,technical,1.8,4
T001329_03,C001329,2021-05-07,cancellation,4.2,3
T001329_05,C001329,2022-07-22,account,4.4,3
T001329_04,C001329,2023-01-20,account,23.1,1
T001329_02,C001329,2024-03-15,account,3.4,2
T001330_02,C001330,2022-03-26,billing,3.8,5
T001330_01,C001330,2022-10-07,billing,3.8,1
T001330_03,C001330,2024-10-17,technical,10.0,3
T001332_01,C001332,2023-01-07,cancellation,1.2,3
T001332_02,C001332,2023-09-08,billing,8.1,1
T001333_01,C001333,2023-01-28,technical,8.0,5
T001335_02,C001335,2024-02-08,feature_request,43.9,3
T001335_01,C001335,2024-03-21,feature_request,2.3,1
T001336_01,C001336,2024-11-26,billing,6.1,1
T001339_01,C001339,2020-12-13,cancellation,18.9,3
T001339_02,C001339,2022-03-25,billing,2.5,2
T001340_01,C001340,2023-05-23,technical,0.6,4
T001340_02,C001340,2024-06-21,feature_request,26.4,2
T001340_03,C001340,2024-11-07,technical,11.5,2
T001341_01,C001341,2022-02-23,billing,21.2,4
T001341_02,C001341,2022-09-09,billing,5.4,2
T001341_03,C001341,2023-11-14,billing,4.0,5
T001342_01,C001342,2024-09-08,technical,3.0,4
T001343_01,C001343,2023-11-26,technical,1.2,3
T001344_01,C001344,2022-08-07,billing,0.5,2
T001344_02,C001344,2024-03-20,billing,25.4,4
T001348_01,C001348,2022-01-14,technical,18.0,3
T001349_02,C001349,2022-08-25,technical,8.2,2
T001349_01,C001349,2022-12-12,feature_request,5.4,3
T001349_03,C001349,2024-11-22,account,3.2,5
T001350_02,C001350,2021-10-22,billing,3.7,2
T001350_03,C001350,2023-03-16,billing,0.7,5
T001350_01,C001350,2023-07-23,billing,0.5,5
T001351_01,C001351,2024-11-23,cancellation,6.8,2
T001352_02,C001352,2021-06-30,billing,4.4,1
T001352_01,C001352,2021-08-13,billing,3.7,5
T001352_04,C001352,2022-12-25,billing,6.7,2
